Consent_Page.started,Consent_Page.stopped,consent_resp.keys,consent_resp.rt,consent_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_questionairre.started,pre_questionairre.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,pre_questionare2.started,pre_questionare2.stopped,reading_behaviour_response.keys,reading_behaviour_response.rt,reading_behaviour_response.duration,first_text.started,first_text.stopped,first_text_key.keys,first_text_key.rt,first_text_key.duration,first_loop.thisRepN,first_loop.thisTrialN,first_loop.thisN,first_loop.thisIndex,first_loop.ran,question,answer,perspective,source_type,first_AI_judgment.started,first_AI_judgment.stopped,first_AI_key.keys,first_AI_key.rt,first_AI_key.duration,first_check.started,first_check.stopped,first_check_key.keys,first_check_key.rt,first_check_key.duration,ai_resp_clean,check_resp_clean,trust_condition,trust_feedback.started,trust_feedback.stopped,feedback_key.keys,feedback_key.rt,feedback_key.duration,second_AI_judgment.started,second_AI_judgment.stopped,key_resp.keys,key_resp.rt,key_resp.duration,second_AI_judgment_2.started,second_AI_judgment_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,second_check.started,second_check.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,end_screen.started,end_screen.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,thank_you.started,thank_you.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration
0.0005,1.1538,space,1.1273,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,1.1541,9.342,5,8.1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,9.3427,13.0414,4,3.6704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,13.0578,33.4126,space,20.3393,,0,0,0,0,1,"Why is an interdisciplinary approach important in the Human and AI master programme that brings together psychology, philosophy, and computer science?  -- PRESS SPACE TO CONITNUE--","From a psychology perspective, the value of an interdisciplinary Human and AI programme lies in treating AI systems as part of people’s cognitive environment. Human beings do not simply use tools; they adapt their attention, memory, and decision strategies to the tools available. AI-based systems shape how people distribute trust, how they experience control or helplessness, and how they form beliefs about evidence and expertise. Studying these processes requires collaboration with computer scientists, who can explain how models are built and what kinds of errors they tend to make, and with philosophers, who can frame questions about agency, responsibility, and explanation. Interdisciplinarity allows psychologists to design studies and interventions that are not just about technology use in general, but about concrete AI architectures and their psychological consequences.",Psychology,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,33.413,35.0948,a,1.6626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.095,36.6605,y,1.5498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,y,raised,36.6609,38.0599,space,1.3786,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.06,46.9225,space,8.8468,,,,,,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9226,48.1384,a,1.2045,,,,,,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1386,49.154,y,1.0046,,,,,,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1541,57.9671,space,8.7962,,,,,,
,,,,,352442,001,2026-04-05_07h31.57.600,DeepTrust,2025.1.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9672,58.7164,space,0.7314,
