Consent_Page.started,Consent_Page.stopped,consent_resp.keys,consent_resp.rt,consent_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_questionairre.started,pre_questionairre.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,pre_questionare2.started,pre_questionare2.stopped,reading_behaviour_response.keys,reading_behaviour_response.rt,reading_behaviour_response.duration,first_text.started,first_text.stopped,first_text_key.keys,first_text_key.rt,first_text_key.duration,first_loop.thisRepN,first_loop.thisTrialN,first_loop.thisN,first_loop.thisIndex,first_loop.ran,question,answer,perspective,source_type,first_AI_judgment.started,first_AI_judgment.stopped,first_AI_key.keys,first_AI_key.rt,first_AI_key.duration,first_check.started,first_check.stopped,first_check_key.keys,first_check_key.rt,first_check_key.duration,ai_resp_clean,check_resp_clean,trust_condition,trust_feedback.started,trust_feedback.stopped,feedback_key.keys,feedback_key.rt,feedback_key.duration,second_AI_judgment.started,second_AI_judgment.stopped,key_resp.keys,key_resp.rt,key_resp.duration,second_AI_judgment_2.started,second_AI_judgment_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,second_check.started,second_check.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,end_screen.started,end_screen.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,thank_you.started,thank_you.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration
0.0003,0.9696,space,0.9329,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,0.9699,5.1374,3,4.1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,5.1376,6.9888,3,1.8326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,7.0104,13.8355,space,6.8134,,0,0,0,0,1,"Why is an interdisciplinary approach important in the Human and AI master programme that brings together psychology, philosophy, and computer science?  -- PRESS SPACE TO CONITNUE--","From a philosophical perspective, an interdisciplinary Human and AI programme is vital because it forces us to confront questions that cannot be answered from within a single discipline. AI systems challenge our concepts of agency, explanation, knowledge, and responsibility. Philosophers can help articulate what it means to understand a model’s output, to give a justification rather than just a prediction, or to assign moral responsibility when decisions are distributed across humans and machines. However, these questions must be informed by psychological evidence about how people actually reason with AI systems, and by technical understanding of what current models can and cannot represent. Interdisciplinarity prevents purely abstract speculation and purely technical optimisation, connecting normative reflection with empirical constraints.",Philosophy,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,13.8363,18.2445,a,4.3918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2454,21.2606,y,2.9877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,y,raised,21.2613,22.8606,space,1.5675,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8608,31.8881,space,9.0041,,,,,,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8888,38.9839,h,7.0731,,,,,,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9846,40.4833,n,1.4722,,,,,,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4837,43.0333,space,2.5222,,,,,,
,,,,,518446,001,2026-04-03_15h09.18.630,DeepTrust,2025.1.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0336,43.768,space,0.7136,
