Consent_Page.started,Consent_Page.stopped,consent_resp.keys,consent_resp.rt,consent_resp.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_questionairre.started,pre_questionairre.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,pre_questionare2.started,pre_questionare2.stopped,reading_behaviour_response.keys,reading_behaviour_response.rt,reading_behaviour_response.duration,first_text.started,first_text.stopped,first_text_key.keys,first_text_key.rt,first_text_key.duration,first_loop.thisRepN,first_loop.thisTrialN,first_loop.thisN,first_loop.thisIndex,first_loop.ran,question,answer,perspective,source_type,first_AI_judgment.started,first_AI_judgment.stopped,first_AI_key.keys,first_AI_key.rt,first_AI_key.duration,first_check.started,first_check.stopped,first_check_key.keys,first_check_key.rt,first_check_key.duration,ai_resp_clean,check_resp_clean,trust_condition,trust_feedback.started,trust_feedback.stopped,feedback_key.keys,feedback_key.rt,feedback_key.duration,second_AI_judgment.started,second_AI_judgment.stopped,key_resp.keys,key_resp.rt,key_resp.duration,second_AI_judgment_2.started,second_AI_judgment_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,second_check.started,second_check.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,end_screen.started,end_screen.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,thank_you.started,thank_you.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration
0.0004,0.9993,space,0.9681,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,1,6.5205,5,5.4945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,6.5208,11.8954,2,5.3541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,11.9249,30.4861,space,18.5371,,0,0,0,0,1,"Why is an interdisciplinary approach important in the Human and AI master programme that brings together psychology, philosophy, and computer science?  -- PRESS SPACE TO CONITNUE--","From a technical perspective, an interdisciplinary Human and AI programme is crucial because technical systems never exist in a vacuum. We can design elegant algorithms, but once they are deployed, they interact with human attention, bias, and social norms. Working with psychologists helps us understand how people actually interpret model outputs, when they over-trust or under-trust them, and how interfaces can support better decisions. Philosophy contributes by clarifying normative questions: what does it mean for an AI system to be fair, transparent, or accountable, and which values should be encoded in design choices. Without these perspectives, computer scientists risk optimising for metrics that are technically impressive but socially harmful. Interdisciplinarity forces us to think not just about what AI can do, but what it should do and for whom.",CS,AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,30.4873,33.4843,a,2.9709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4847,34.8053,n,1.2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,n,lowered,34.8056,42.6528,space,7.8302,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.653,52.7128,space,10.0443,,,,,,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7129,55.0114,a,2.2816,,,,,,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0117,57.7608,n,2.7325,,,,,,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7609,66.0514,space,8.2724,,,,,,
,,,,,946073,001,2026-04-05_07h30.27.832,DeepTrust,2025.1.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0517,67.0566,space,0.9824,
